text,label
Again stop coming back to this page!,1
really that was a very pathetic response every time,1
listen your opinion makes no sense at all every time,1
listen stop coming back to this page every time,1
really go on and embarrass yourself again right now,1
Listen please share your project when you are free every time,0
seriously everyone knows you lied about the report every time,1
really stop pretending you understand the opinion,1
again you sound useless in this report every time,1
you are completely nonsense in this group,1
listen your profile picture looks worthless every time,1
everyone can see how poor your research is online,1
seriously you are completely terrible every time,1
Again let us improve the code together in this group.,0
again everyone is tired of seeing your report online,1
seriously i really liked your assignment,0
again you always give awful answers in this group,1
seriously everyone is laughing at your assignment right now,1
really everyone heard that you ruined the research every time,1
Honestly reply again so everyone can laugh at you in this group,1
listen stop being such a loser right now,1
honestly great job on the post in this group,0
Seriously we will ignore everything you post every time!,1
honestly you embarrassed yourself with that opinion in this group,1
seriously your idea is completely useless,1
Really you are acting like a clueless person.,1
everyone knows you lied about the report,1
Your opinion is worthless online!,1
again everyone is tired of seeing your code,1
again we will keep reporting every idea you post online,1
Do not let this person join the project,1
honestly this code was useful and interesting in this group,0
seriously people say your comment was copied every time,1
Again we will continue without you today!,1
listen nobody should work with you on the idea today,1
listen people will remember this embarrassing post,1
seriously nobody should work with you on the assignment,1
really your appearance looks embarrassing in that photo,1
honestly stop posting photos because you look terrible online,1
Honestly what a foolish thing to say,1
listen what a annoying thing to say every time,1
Listen you look ugly in every picture in this group.,1
Again your mistake is being shared for everyone to laugh at online!,1
Honestly everyone knows you lied about the report right now,1
again you will never complete this opinion correctly in this group,1
honestly people say your presentation was copied in this group,1
seriously this comment made you look ridiculous today,1
your drawing makes no sense at all,1
your profile picture looks terrible,1
listen you embarrassed yourself with that assignment,1
Honestly keep posting because your mistakes entertain everyone every time.,1
seriously your effort on this post is appreciated in this group,0
really get lost you annoying online,1
seriously post another useless idea for us to mock in this group,1
Really nobody cares about your post every time.,1
Again everyone heard that you ruined the assignment.,1
honestly you are too useless to understand this message every time,1
listen we will ignore everything you post,1
honestly get lost you incompetent every time,1
you will never complete this project correctly,1
you embarrassed yourself with that research today,1
honestly you do not belong in this chat,1
Listen your opinion is worthless right now!,1
seriously nobody should work with you on the presentation today,1
really you are so hopeless every time,1
The whole group knows about your failure today!,1
Listen i disagree with your project but i respect your view!,0
again everyone knows you lied about the research,1
honestly you explained the post very clearly in this group,0
again people say your message was copied in this group,1
Honestly your profile picture looks ridiculous online!,1
honestly get lost you stupid in this group,1
really great job on the idea today,0
Seriously people are sharing stories to make fun of you in this group,1
i really liked your answer right now,0
really this comment made you look ridiculous every time,1
seriously you sound hopeless in this assignment online,1
Honestly your code is well prepared.,0
nobody should work with you on the message today,1
listen we will keep reporting every code you post in this group,1
Listen post another useless project for us to mock in this group,1
Again this is the most poor research here every time!,1
stop posting photos because you look strange today,1
again you look strange in every picture every time,1
again everyone should block you from the group,1
Really post another nonsense project for us to mock in this group!,1
post another embarrassing presentation for us to mock,1
you are so worthless,1
Nobody should work with you on the project right now.,1
You embarrassed yourself with that report every time.,1
Listen this research was useful and interesting online.,0
Seriously let us improve the assignment together online,0
your style looks poor online,1
Again post another pathetic opinion for us to mock in this group!,1
Really you are a joke in this group!,1
you will never complete this post correctly in this group,1
honestly nobody cares about your assignment right now,1
again post another awful post for us to mock today,1
honestly you embarrassed yourself with that opinion today,1
listen your drawing makes no sense at all right now,1
again you embarrassed yourself with that presentation online,1
really everyone is laughing at your drawing today,1
again your report is well prepared,0
seriously nobody should work with you on the idea,1
Honestly people are laughing at how you look every time,1
again post another worthless post for us to mock in this group,1
this is another embarrassing post from you,1
Honestly this is the most pathetic presentation here every time.,1
listen let us improve the assignment together every time,0
listen everyone is tired of you right now,1
Honestly your effort on this assignment is appreciated right now!,0
listen your profile picture looks pathetic right now,1
you will never complete this research correctly online,1
listen you will never complete this code correctly today,1
really your messages are unwanted every time today,1
again shut up and stop being so clueless,1
again your research makes no sense at all every time,1
People are forwarding your mistake everywhere right now,1
Nobody cares about your post in this group,1
Seriously nobody should work with you on the report every time,1
your effort on this code is appreciated every time,0
stop pretending you understand the research every time,1
everyone is tired of seeing your drawing today,1
seriously post another nonsense code for us to mock right now,1
seriously nobody should work with you on the drawing,1
listen your effort on this design is appreciated,0
Seriously leave this group because nobody likes your posts every time.,1
honestly stop pretending you understand the post,1
really nobody should work with you on the answer online,1
Again stop posting photos because you look unpleasant in this group.,1
listen people will remember this embarrassing idea every time,1
seriously let us improve the message together in this group,0
seriously everyone is laughing at your code every time,1
honestly we will keep reporting every drawing you post right now,1
Get lost you clueless in this group,1
again you are too worthless to understand this assignment today,1
Listen shut up and stop being so pathetic every time.,1
listen you explained the assignment very clearly right now,0
honestly we will keep reporting every opinion you post,1
Really your opinion is worthless right now,1
we will keep reporting every idea you post online,1
really your post is completely hopeless today,1
listen nobody cares about your idea every time,1
Seriously you are so incompetent,1
really people say your opinion was copied,1
again people are laughing at how you look every time,1
you are too hopeless to understand this idea right now,1
you embarrassed yourself with that opinion today,1
seriously your effort on this drawing is appreciated,0
again i disagree with your drawing but i respect your view online,0
Listen you are completely ridiculous every time.,1
you always make a fool of yourself online in this group,1
listen you embarrassed yourself with that project every time,1
Honestly everyone can see how terrible your design is online!,1
Keep posting because your mistakes entertain everyone today!,1
Honestly you are not welcome in our discussion in this group!,1
again people will remember this embarrassing code,1
listen everyone knows you lied about the report today,1
seriously you are too ridiculous to understand this project every time,1
listen your answer makes no sense at all today,1
everyone heard that you ruined the opinion right now,1
seriously you are a joke in this group,1
really you explained the message very clearly today,0
honestly post another awful opinion for us to mock today,1
listen i disagree with your research but i respect your view today,0
Honestly this presentation made you look ridiculous every time,1
honestly shut up and stop being so incompetent,1
listen that was a very worthless response,1
again you always give nonsense answers in this group,1
honestly nobody cares about your report in this group,1
everyone knows you lied about the project today,1
again shut up and stop being so worthless online,1
again we will keep reporting every drawing you post,1
really this presentation made you look ridiculous right now,1
seriously get lost you stupid,1
listen post another pathetic message for us to mock today,1
you should stay silent in this group right now,1
seriously you will never complete this code correctly online,1
really everyone knows you lied about the assignment,1
again keep talking and show everyone how foolish you are online,1
Again thank you for your kind report every time,0
honestly let us improve the assignment together in this group,0
Please share your message when you are free every time.,0
listen nobody should work with you on the report in this group,1
Seriously you are completely ridiculous online!,1
seriously people say your post was copied every time,1
Listen let us improve the answer together today!,0
seriously let us improve the opinion together in this group,0
really stop pretending you understand the design right now,1
Again reply again so everyone can laugh at you in this group!,1
seriously you embarrassed yourself with that report,1
listen everyone is laughing at your message every time,1
listen you sound hopeless in this design right now,1
Listen stop pretending you understand the project today.,1
again post another embarrassing answer for us to mock every time,1
really you embarrassed yourself with that post every time,1
really you are so foolish every time,1
again you are so hopeless in this group,1
honestly everyone can see how ridiculous your assignment is online,1
Honestly stop pretending you understand the drawing every time!,1
please share your presentation when you are free,0
everyone is laughing at your project online,1
you are a stupid fool,1
seriously keep talking and show everyone how worthless you are right now,1
nobody cares about your report right now,1
listen i really liked your presentation today,0
Again people are laughing at how you look,1
Really your code makes no sense at all right now.,1
this is so helpful thank you,0
people will remember this embarrassing presentation online,1
everyone can see how ridiculous your research is online,1
seriously post another embarrassing answer for us to mock today,1
really you are a total failure today,1
seriously post another worthless research for us to mock right now,1
really you will never complete this message correctly every time,1
seriously let us improve the assignment together every time,0
your profile picture looks awful online,1
again everyone heard that you ruined the message every time,1
again everyone heard that you ruined the assignment every time,1
Do not include this person in the team in this group,1
really everyone is tired of seeing your drawing every time,1
again nobody should work with you on the code in this group,1
seriously everyone knows you lied about the report today,1
really stop pretending you understand the answer online,1
Your style looks ridiculous today!,1
again everyone is tired of seeing your presentation in this group,1
really shut up and stop being so useless today,1
again you are too hopeless to understand this drawing right now,1
seriously people will remember this embarrassing answer every time,1
honestly you are completely useless,1
again this idea was useful and interesting online,0
keep talking and show everyone how useless you are right now,1
seriously people say your presentation was copied,1
Honestly you are completely awful today.,1
again i really liked your opinion,0
again get lost you clueless in this group,1
honestly what a ridiculous thing to say,1
again everyone is tired of seeing your idea online,1
Listen we will keep reporting every project you post right now!,1
post another useless answer for us to mock today,1
Really you embarrassed yourself with that answer right now.,1
Nobody cares about your project online!,1
really everyone can see how terrible your idea is right now,1
listen that was a very hopeless response in this group,1
Seriously keep talking and show everyone how annoying you are online.,1
really i disagree with your design but i respect your view every time,0
Seriously everyone is laughing at your idea every time!,1
listen everyone knows you lied about the code right now,1
Really shut up and stop being so hopeless every time.,1
again your comment makes no sense at all every time,1
really thank you for your helpful post today,0
Seriously keep talking and show everyone how annoying you are in this group,1
Really we will keep reporting every answer you post in this group!,1
seriously post another worthless design for us to mock every time,1
We will ignore everything you post every time!,1
really this answer was useful and interesting today,0
honestly everyone should block you from the group right now,1
shut up and stop being so clueless in this group,1
again stop posting such hopeless things in this group,1
seriously nobody cares about your idea,1
honestly what a useless thing to say today,1
seriously you are too pathetic to understand this project in this group,1
your opinion is worthless in this group,1
Seriously continue arguing because nobody takes you seriously.,1
seriously that was a very useless response today,1
You are so foolish every time,1
seriously you are too stupid to understand this opinion today,1
we will keep reporting every opinion you post right now,1
Again your style looks hopeless.,1
Listen post another terrible post for us to mock right now.,1
honestly this design was useful and interesting today,0
Seriously your appearance looks ridiculous in that photo,1
Honestly nobody should work with you on the message every time,1
Listen you are completely embarrassing in this group,1
really your marks show that you are hopeless today,1
listen everyone is tired of seeing your idea every time,1
seriously this is the most poor code here online,1
Seriously you failed again in front of everyone right now.,1
listen everyone is tired of seeing your research in this group,1
honestly post another nonsense research for us to mock in this group,1
really we will keep reporting every post you post every time,1
Again stop coming back to this page every time,1
Really nobody should work with you on the comment every time.,1
listen everyone can see how terrible your design is every time,1
seriously nobody cares about your answer today,1
honestly this project made you look ridiculous in this group,1
again go on and embarrass yourself again right now,1
seriously your style looks hopeless every time,1
listen continue arguing because nobody takes you seriously,1
Listen you are not welcome in our discussion every time,1
again post another nonsense opinion for us to mock online,1
really your project is completely terrible online,1
Seriously your messages are unwanted every time today.,1
listen you are not welcome in our discussion right now,1
listen everyone knows you lied about the design right now,1
really your appearance looks useless in that photo in this group,1
seriously you are acting like a ridiculous person right now,1
listen i disagree with your answer but i respect your view right now,0
honestly everyone heard that you ruined the post today,1
really everyone is tired of seeing your comment today,1
honestly your profile picture looks pathetic,1
Honestly your profile picture looks worthless every time,1
listen you are too foolish to understand this idea every time,1
seriously shut up and stop being so clueless online,1
honestly we will keep reporting every answer you post every time,1
listen everyone heard that you ruined the message,1
again what a worthless thing to say right now,1
really you are completely useless in this group,1
Listen you are too hopeless to understand this design online.,1
seriously you sound clueless in this report today,1
listen we will keep reporting every presentation you post every time,1
again nobody cares about your comment right now,1
Honestly nobody should work with you on the design right now.,1
honestly nobody cares about your idea,1
listen post another embarrassing opinion for us to mock in this group,1
listen please share your code when you are free today,0
stop pretending you understand the assignment every time,1
Listen this is the most hopeless research here right now,1
seriously everyone knows you lied about the idea,1
Really this is the most ridiculous drawing here!,1
seriously nobody cares about your answer every time,1
really let us improve the answer together right now,0
Honestly your message is a joke to everyone right now!,1
honestly you sound annoying in this presentation right now,1
listen you always give poor answers right now,1
again you are completely terrible today,1
honestly get lost you ridiculous online,1
Again the group is joking about your latest mistake today,1
Seriously you are completely hopeless!,1
again you are completely ridiculous right now,1
again everyone can see how hopeless your report is right now,1
really continue arguing because nobody takes you seriously today,1
seriously your report is completely ridiculous every time,1
again keep talking and show everyone how stupid you are online,1
listen this opinion made you look ridiculous in this group,1
honestly everyone is laughing at your report,1
listen your messages are unwanted every time in this group,1
seriously everyone knows you lied about the design,1
seriously your appearance looks useless in that photo today,1
really thank you for your helpful opinion every time,0
listen you sound hopeless in this post right now,1
seriously people say your message was copied right now,1
Honestly people will remember this embarrassing drawing every time,1
honestly you explained the research very clearly today,0
Listen stop posting photos because you look strange online!,1
seriously you look unpleasant in every picture,1
Seriously stop posting photos because you look terrible today.,1
again what a useless thing to say every time,1
We will continue without you today,1
honestly stop pretending you understand the design,1
again we will keep reporting every comment you post online,1
really everyone is talking about your embarrassing mistake every time,1
again you are too hopeless to understand this project every time,1
again stop posting such pathetic things in this group,1
again this comment made you look ridiculous in this group,1
Really have a good day and take care.,0
really you are a joke right now,1
really your style looks terrible online,1
Honestly your code makes no sense at all every time,1
listen nobody cares about your opinion every time,1
honestly everyone heard that you ruined the post in this group,1
seriously you explained the opinion very clearly right now,0
again post another worthless code for us to mock right now,1
honestly that was a very useless response in this group,1
really you explained the assignment very clearly every time,0
Again the whole group knows about your failure every time.,1
listen everyone heard that you ruined the drawing every time,1
really post another terrible drawing for us to mock online,1
Really we made another group without you today,1
listen thank you for your useful post online,0
really thank you for your useful post in this group,0
listen your posts are absolute trash online,1
really people say your presentation was copied today,1
Again i disagree with your report but i respect your view online!,0
again everyone can see how awful your comment is in this group,1
really get lost you foolish online,1
listen you are acting like a ridiculous person today,1
seriously you embarrassed yourself with that design,1
seriously please share your design when you are free every time,0
really nobody should work with you on the design online,1
Your presentation is interesting!,0
Seriously have a good day and take care every time.,0
really your design is well prepared online,0
really everyone can see how terrible your answer is in this group,1
you look awkward in every picture in this group,1
honestly your comment is completely ridiculous online,1
again your appearance looks pathetic in that photo online,1
again this design made you look ridiculous every time,1
really you always give terrible answers every time,1
again you look ugly in every picture every time,1
Again you will never complete this post correctly every time!,1
seriously you are so useless in this group,1
really post another worthless idea for us to mock right now,1
Great job on the comment right now!,0
listen this is the most ridiculous comment here online,1
Listen you cannot solve even a simple question today,1
seriously everyone heard that you ruined the opinion online,1
seriously your appearance looks ridiculous in that photo right now,1
seriously everyone heard that you ruined the idea right now,1
seriously your profile picture looks worthless today,1
Again stop coming back to this page online!,1
honestly nobody should work with you on the research,1
honestly this opinion was useful and interesting online,0
Seriously your assignment is completely hopeless right now.,1
again post another worthless idea for us to mock online,1
stop pretending you understand the code in this group,1
honestly everyone is tired of seeing your opinion,1
seriously we will keep reporting every comment you post in this group,1
listen your project is useful,0
seriously your drawing is a joke to everyone today,1
Again that picture makes you look ridiculous online!,1
seriously everyone is tired of seeing your project today,1
your code makes no sense at all today,1
your mistake is being shared for everyone to laugh at right now,1
really your appearance looks awful in that photo in this group,1
post another embarrassing answer for us to mock online,1
listen you are so pathetic in this group,1
again show us another one of your failures every time,1
everyone knows you lied about the comment,1
really post another embarrassing idea for us to mock every time,1
honestly your style looks awful right now,1
again post another worthless presentation for us to mock today,1
honestly everyone can see how useless your project is right now,1
again you look strange in every picture today,1
seriously you are completely terrible right now,1
Honestly show us another one of your failures in this group.,1
listen everyone heard that you ruined the answer today,1
thank you for your useful post every time,0
Listen people say your opinion was copied,1
stop pretending you understand the design,1
seriously we will keep reporting every answer you post every time,1
Seriously everyone can see how terrible your answer is.,1
your appearance looks ridiculous in that photo in this group,1
seriously everyone knows you lied about the opinion every time,1
post another poor presentation for us to mock online,1
everyone heard that you ruined the presentation right now,1
honestly your comment is interesting every time,0
That was a very foolish response right now!,1
again that was a very useless response in this group,1
Really your profile picture looks pathetic online!,1
really you are too incompetent to understand this assignment today,1
seriously you sound incompetent in this report today,1
again this project made you look ridiculous in this group,1
seriously get lost you annoying every time,1
honestly let us improve the comment together,0
again your research is a joke to everyone,1
really this opinion made you look ridiculous in this group,1
Seriously you are too clueless to understand this message online.,1
really nobody should work with you on the research online,1
Honestly everyone knows you are bad at this subject in this group,1
really people will remember this embarrassing code in this group,1
Honestly that was a very foolish response in this group,1
seriously your report is completely awful in this group,1
Seriously you look ridiculous in every picture every time!,1
listen this drawing was useful and interesting in this group,0
Again your style looks ridiculous online,1
Again we will keep reporting every post you post in this group.,1
again everyone knows you lied about the design every time,1
again thank you for your creative idea right now,0
Seriously everyone can see how nonsense your presentation is!,1
Seriously your style looks awful every time.,1
really you will never complete this idea correctly in this group,1
Listen your profile picture looks nonsense,1
Everyone knows you lied about the design in this group.,1
seriously people say your design was copied online,1
again keep talking and show everyone how annoying you are online,1
You embarrassed yourself with that research online,1
again post another nonsense code for us to mock every time,1
honestly post another hopeless post for us to mock,1
really you sound incompetent in this idea right now,1
listen this message made you look ridiculous in this group,1
seriously you are too ridiculous to understand this design every time,1
really i really liked your opinion in this group,0
Again you always give embarrassing answers in this group,1
seriously people say your research was copied in this group,1
again nobody should work with you on the design right now,1
again post another nonsense design for us to mock today,1
Really people say your assignment was copied in this group!,1
Listen your embarrassing story is spreading online in this group!,1
again this presentation made you look ridiculous today,1
honestly well done and keep learning online,0
seriously stop coming back to this page online,1
listen your effort on this idea is appreciated,0
honestly this is the most terrible presentation here online,1
let us improve the presentation together every time,0
seriously you look awkward in every picture every time,1
listen stop posting photos because you look unpleasant every time,1
You look unpleasant in every picture online,1
really post another ridiculous assignment for us to mock online,1
Honestly you will never complete this report correctly!,1
honestly people will remember this embarrassing presentation,1
honestly nobody should work with you on the opinion in this group,1
Honestly we will keep reporting every message you post in this group,1
really stop pretending you understand the project,1
Honestly everyone heard that you ruined the code today!,1
again you are too annoying to understand this idea in this group,1
listen your appearance looks poor in that photo in this group,1
honestly you embarrassed yourself with that post every time,1
you are too pathetic to understand this idea every time,1
really please share your project when you are free online,0
listen stop pretending you understand the research,1
really you are acting like a clueless person in this group,1
again your opinion is interesting every time,0
honestly let us improve the design together in this group,0
again great job on the code right now,0
really you are so foolish,1
again your mistake is being shared for everyone to laugh at in this group,1
again this code was useful and interesting right now,0
Honestly we will keep reporting every answer you post online!,1
really everyone heard that you ruined the design today,1
Really people are sharing stories to make fun of you every time.,1
again everyone knows you lied about the project,1
seriously your appearance looks pathetic in that photo,1
Seriously nobody cares about your design right now.,1
listen stop pretending you understand the assignment online,1
really you are so pathetic every time,1
honestly you will never complete this drawing correctly every time,1
honestly you are too worthless to understand this project right now,1
listen post another terrible assignment for us to mock,1
nobody should work with you on the report in this group,1
Your messages are unwanted every time in this group,1
again everyone can see how pathetic your project is online,1
you are too worthless to understand this post every time,1
Listen great job on the idea,0
Listen you explained the project very clearly today!,0
seriously your idea is completely pathetic,1
listen you are too annoying to understand this project every time,1
again your comment is a joke to everyone in this group,1
your profile picture looks embarrassing online,1
let us improve the comment together in this group,0
Really post another useless design for us to mock.,1
Seriously nobody cares about your report every time,1
really everyone is tired of seeing your opinion every time,1
really please share your opinion when you are free every time,0
listen get lost you stupid in this group,1
Again keep talking and show everyone how foolish you are every time!,1
Honestly i really liked your comment online,0
honestly everyone can see how embarrassing your answer is online,1
i disagree with your presentation but i respect your view right now,0
again shut up and stop being so worthless in this group,1
Seriously you sound worthless in this drawing online!,1
everyone can see how ridiculous your drawing is online,1
really this is another embarrassing post from you today,1
really your opinion makes no sense at all in this group,1
your drawing is completely ridiculous today,1
Again you sound worthless in this drawing every time!,1
again your post is well prepared online,0
again let us improve the comment together online,0
post another terrible presentation for us to mock in this group,1
honestly everyone is tired of seeing your report today,1
listen your message is a joke to everyone right now,1
again people will remember this embarrassing opinion right now,1
honestly i disagree with your idea but i respect your view in this group,0
honestly stop pretending you understand the drawing online,1
honestly you sound ridiculous in this report online,1
really you are completely pathetic today,1
listen stop posting such useless things,1
again this message made you look ridiculous today,1
you will never complete this assignment correctly online,1
listen you embarrassed yourself with that assignment right now,1
honestly this opinion was useful and interesting,0
Honestly everyone can see how pathetic your research is online!,1
honestly you always give embarrassing answers today,1
Again we will keep reporting every presentation you post today!,1
listen shut up and stop being so incompetent right now,1
really i really liked your message today,0
seriously stop pretending you understand the answer online,1
seriously this is the most nonsense opinion here in this group,1
Honestly your style looks awful in this group.,1
listen post another awful comment for us to mock today,1
Listen reply again so everyone can laugh at you in this group.,1
Honestly stop posting such hopeless things!,1
Again you are a total failure online,1
honestly people will remember this embarrassing report online,1
honestly everyone knows you are bad at this subject right now,1
seriously everyone heard that you ruined the project right now,1
really this is the most hopeless project here right now,1
Really nobody wants to hear from you here!,1
listen please share your presentation when you are free,0
honestly post another nonsense message for us to mock in this group,1
leave this group because nobody likes your posts,1
Honestly you will never complete this message correctly in this group!,1
honestly you are completely useless in this group,1
Really you are not invited to our group online.,1
everyone knows you lied about the answer right now,1
honestly everyone is tired of seeing your report in this group,1
listen shut up and stop being so stupid right now,1
Listen stop posting such pathetic things in this group.,1
Listen your drawing is a joke to everyone every time.,1
listen shut up and stop being so foolish online,1
everyone is talking about your embarrassing mistake every time,1
again your profile picture looks awful,1
really post another worthless opinion for us to mock right now,1
Honestly everyone is tired of seeing your project in this group!,1
seriously your style looks pathetic,1
Really your appearance looks useless in that photo!,1
listen well done and keep learning right now,0
Seriously you are completely embarrassing,1
seriously your profile picture looks worthless in this group,1
Honestly we will ignore everything you post every time.,1
Listen people are sharing stories to make fun of you.,1
Seriously you embarrassed yourself with that drawing online,1
listen you are a joke,1
honestly you will never complete this opinion correctly,1
seriously everyone is laughing at your post online,1
honestly your appearance looks hopeless in that photo online,1
seriously you are so ridiculous every time,1
really stop posting such pathetic things today,1
seriously this answer made you look ridiculous online,1
Listen everyone knows you lied about the drawing in this group!,1
honestly you always fail at basic tasks in this group,1
Really nobody should work with you on the opinion today!,1
your research makes no sense at all online,1
seriously your profile picture looks ridiculous,1
Seriously your code is the worst in the class today!,1
really you always give ridiculous answers today,1
Listen your appearance looks useless in that photo today!,1
Listen everyone is tired of seeing your design today!,1
everyone can see how nonsense your research is today,1
seriously that was a very worthless response right now,1
seriously you always make a fool of yourself online in this group,1
again keep talking and show everyone how hopeless you are every time,1
again your report is a joke to everyone,1
again you look awkward in that photo right now,1
again you will never complete this code correctly right now,1
we will keep reporting every drawing you post every time,1
listen your message is a joke to everyone online,1
Really nobody should work with you on the opinion right now!,1
your embarrassing story is spreading online every time,1
everyone is tired of seeing your idea,1
seriously i disagree with your report but i respect your view online,0
Seriously you are completely useless today.,1
really your style looks hopeless today,1
really you will never complete this project correctly right now,1
again thank you for your thoughtful assignment every time,0
Again your design is useful right now!,0
seriously that was a very hopeless response right now,1
honestly you sound worthless in this assignment online,1
really everyone is laughing at your design online,1
again your assignment is thoughtful in this group,0
your idea is great,0
honestly you are acting like a pathetic person right now,1
Again you cannot solve even a simple question every time,1
i disagree with your message but i respect your view right now,0
your profile picture looks embarrassing in this group,1
Seriously people say your opinion was copied today,1
Really this is the most poor research here online.,1
Honestly your idea is completely ridiculous.,1
again you will never complete this research correctly,1
again we will keep reporting every code you post online,1
your comment is a joke to everyone in this group,1
really your message is thoughtful every time,0
honestly keep talking and show everyone how annoying you are,1
really you sound hopeless in this assignment in this group,1
really you embarrassed yourself with that research online,1
listen you sound incompetent in this project,1
Again everyone is tired of seeing your post every time!,1
listen get lost you clueless,1
seriously everyone knows you lied about the answer online,1
Seriously everyone should block you from the group!,1
seriously people say your post was copied today,1
honestly your answer is a joke to everyone every time,1
Honestly we made another group without you every time,1
seriously you always give useless answers online,1
this is the most hopeless project here online,1
seriously everyone is tired of seeing your comment in this group,1
listen this post made you look ridiculous online,1
really your effort on this post is appreciated right now,0
again post another worthless opinion for us to mock every time,1
again your assignment is completely nonsense,1
really your appearance looks embarrassing in that photo right now,1
Honestly you look terrible in every picture online.,1
Honestly that picture makes you look ridiculous online,1
Really everyone knows you lied about the drawing in this group!,1
this research was useful and interesting in this group,0
listen get lost you pathetic right now,1
again people say your project was copied,1
this presentation made you look ridiculous right now,1
listen shut up and stop being so useless right now,1
great job on the design today,0
Honestly everyone heard that you ruined the answer online,1
again everyone heard that you ruined the report right now,1
really everyone knows you lied about the post right now,1
seriously your code is interesting today,0
your project makes no sense at all in this group,1
seriously everyone is tired of seeing your idea right now,1
this is the most poor report here right now,1
Honestly post another nonsense project for us to mock right now.,1
Seriously your appearance looks terrible in that photo online.,1
again you are too ridiculous to understand this drawing every time,1
seriously your appearance looks nonsense in that photo today,1
again everyone is laughing at your report today,1
nobody cares about your message right now,1
honestly get lost you ridiculous today,1
honestly everyone is tired of seeing your project every time,1
listen this code was useful and interesting right now,0
seriously everyone is tired of seeing your research every time,1
seriously you are too pathetic to understand this idea every time,1
That was a very worthless response in this group!,1
really people are forwarding your mistake everywhere right now,1
listen you embarrassed yourself with that answer online,1
seriously post another ridiculous design for us to mock,1
Really nobody should work with you on the research today!,1
Again you are not welcome in our discussion today.,1
honestly stop pretending you understand the message right now,1
this is the most pathetic answer here online,1
again people say your answer was copied online,1
again we will keep reporting every opinion you post today,1
listen everyone can see how terrible your assignment is online,1
listen shut up and stop being so ridiculous in this group,1
really nobody cares about your project every time,1
really everyone is tired of seeing your code,1
really your appearance looks poor in that photo online,1
listen nobody should work with you on the presentation in this group,1
honestly stop posting photos because you look unpleasant every time,1
again you look terrible in every picture online,1
honestly you look terrible in every picture right now,1
You are too incompetent to understand this comment today,1
Honestly your mistake is being shared for everyone to laugh at online.,1
Seriously everyone is tired of you every time!,1
everyone knows you lied about the idea every time,1
Honestly well done and keep learning today!,0
honestly your presentation is a joke to everyone in this group,1
Honestly people will remember this embarrassing answer today,1
listen this post made you look ridiculous in this group,1
again your marks show that you are hopeless right now,1
honestly you are too stupid to understand this post every time,1
listen nobody cares about your assignment,1
really get lost you foolish every time,1
honestly you will never complete this assignment correctly today,1
Really people will remember this embarrassing opinion right now.,1
listen keep talking and show everyone how incompetent you are right now,1
Seriously your mistake is being shared for everyone to laugh at online,1
again you sound ridiculous in this code right now,1
that was a very useless response every time,1
again post another hopeless code for us to mock today,1
this design was useful and interesting right now,0
honestly you cannot solve even a simple question every time,1
again thank you for your useful report online,0
Seriously thank you for your thoughtful post.,0
again thank you for your useful comment right now,0
seriously everyone is tired of seeing your assignment,1
really everyone knows you lied about the code online,1
really your presentation makes no sense at all in this group,1
really you will never complete this presentation correctly online,1
seriously everyone is tired of you,1
listen that was a very annoying response in this group,1
Listen keep talking and show everyone how ridiculous you are right now.,1
again your effort on this drawing is appreciated in this group,0
listen people will remember this embarrassing answer right now,1
really your presentation is a joke to everyone,1
Listen your marks show that you are hopeless right now!,1
you explained the idea very clearly every time,0
seriously we will ignore everything you post,1
really everyone is tired of seeing your answer right now,1
listen you are acting like a ridiculous person online,1
honestly people say your assignment was copied every time,1
Listen you sound useless in this drawing in this group,1
Seriously you are not welcome in our discussion online.,1
really you look ridiculous in every picture in this group,1
Listen you always give nonsense answers right now!,1
seriously you are too pathetic to understand this code,1
again this comment was useful and interesting in this group,0
Seriously you explained the post very clearly!,0
Again we will ignore everything you post online.,1
again you look awkward in that photo every time,1
again post another poor message for us to mock every time,1
seriously you always give pathetic answers in this group,1
really everyone heard that you ruined the answer every time,1
you are too annoying to understand this code in this group,1
really your appearance looks pathetic in that photo today,1
again people say your post was copied,1
you explained the drawing very clearly in this group,0
really i disagree with your assignment but i respect your view every time,0
honestly everyone is tired of seeing your drawing in this group,1
listen your research is completely hopeless every time,1
Really you will never complete this drawing correctly right now.,1
Again what a annoying thing to say online,1
listen you embarrassed yourself with that message in this group,1
really everyone heard that you ruined the answer,1
again great job on the post right now,0
seriously great job on the research,0
Really you sound foolish in this opinion online,1
again you embarrassed yourself with that comment in this group,1
nobody should work with you on the research,1
Listen nobody should work with you on the assignment today,1
really let us improve the post together today,0
really nobody cares about your code online,1
listen get lost you pathetic every time,1
again stop posting photos because you look ugly today,1
again your profile picture looks poor online,1
Again everyone can see how ridiculous your comment is online,1
seriously people will remember this embarrassing presentation in this group,1
seriously i disagree with your assignment but i respect your view in this group,0
seriously your drawing is a joke to everyone every time,1
seriously everyone knows you lied about the idea in this group,1
Really get lost you incompetent every time!,1
really everyone is laughing at your research every time,1
Honestly people say your message was copied right now.,1
again post another hopeless message for us to mock,1
listen people will remember this embarrassing answer every time,1
Seriously your appearance looks nonsense in that photo online.,1
show us another one of your failures online,1
Honestly nobody cares about your design,1
honestly this answer made you look ridiculous every time,1
your design is a joke to everyone right now,1
again people will remember this embarrassing design today,1
Everyone is laughing at your code right now.,1
Really you should stay silent in this group in this group.,1
