text,label
again people will remember this embarrassing design,1
seriously that was a very ridiculous response every time!,1
again thank you for your creative answer online,0
keep talking and show everyone how stupid you are in this group,1
honestly this assignment was useful and interesting every time,0
again people say your code was copied every time,1
you are a nice guy,0
you are trsh,1
you are a waste,1
again everyone is tired of seeing your opinion in this group!,1
listen nobody cares about your presentation online,1
honestly everyone is tired of you every time,1
really i disagree with your report but i respect your view right now,0
again people say your report was copied every time,1
you can do better than this try again,0
die loser,1
you are a burden,1
people are sharing stories to make fun of you every time,1
really reply again so everyone can laugh at you today,1
you are great,0
seriously post another poor project for us to mock today,1
really keep talking and show everyone how useless you are every time!,1
seriously thank you for your helpful code today,0
listen we will keep reporting every post you post!,1
again you are completely useless,1
have a good day and take care every time,0
let us improve the opinion together in this group,0
really you will never complete this design correctly in this group,1
your opinion is well prepared online,0
listen you explained the design very clearly in this group,0
everyone can see how worthless your project is in this group,1
listen i really liked your code online.,0
really please share your post when you are free online,0
really please share your drawing when you are free today,0
honestly great job on the design today,0
really you are too foolish to understand this research online,1
seriously this is the most awful drawing here every time,1
really i disagree with your report but i respect your view today,0
great job on the answer,0
listen you explained the research very clearly right now,0
again post another poor drawing for us to mock right now,1
you are a loser,1
your drawing is amazing,0
again everyone knows you lied about the research online,1
again i really liked your drawing every time,0
honestly you are too annoying to understand this comment in this group,1
honestly you are so pathetic every time,1
this answer was useful and interesting,0
really stop posting such poor things right now,1
honestly your code is well prepared.,0
listen thank you for your clear drawing in this group,0
you do not belong in this chat today.,1
listen i really liked your comment today!,0
again great job on the message in this group,0
seriously you are too foolish to understand this post in this group.,1
really your profile picture looks ridiculous online,1
really you look unpleasant in every picture right now,1
honestly we will continue without you today!,1
honestly you are too ridiculous to understand this research right now,1
thank you for your interesting code every time,0
honestly this is the most terrible assignment here in this group,1
again that was a very foolish response in this group,1
honestly i disagree with your report but i respect your view,0
this post was useful and interesting in this group,0
please share your presentation when you are free every time,0
seriously thank you for your kind design today,0
you will get success one day,0
listen you look ugly in every picture,1
again you will never complete this code correctly online,1
again i really liked your answer in this group,0
really i really liked your idea,0
again i really liked your comment online,0
again try again so everyone can laugh right now.,1
honestly let us improve the research together right now,0
listen your answer is impressive every time,0
seriously your code is interesting today,0
again you explained the research very clearly right now,0
really please share your answer when you are free right now,0
nobody cares about your idea today,1
honestly your effort on this design is appreciated right now,0
your assignment is interesting right now,0
seriously let us improve the assignment together online,0
your effort on this comment is appreciated today,0
your project makes no sense at all,1
seriously nobody should work with you on the idea in this group!,1
we will keep reporting every message you post every time,1
really you explained the research very clearly right now,0
really please share your project when you are free online,0
i really liked your project online,0
seriously nobody should work with you on the report every time,1
listen thank you for your kind report,0
what is this,0
listen you always give nonsense answers right now!,1
honestly this answer was useful and interesting today,0
let us improve the comment together in this group,0
again great job on the idea!,0
really your idea is clear today,0
honestly let us improve the code together every time,0
really your effort on this design is appreciated in this group,0
honestly you explained the research very clearly right now,0
really get lost you pathetic,1
again get lost you stupid online,1
honestly your profile picture looks ridiculous today,1
really go on and embarrass yourself again,1
your report is impressive today,0
again keep talking and show everyone how ridiculous you are today,1
really everyone heard that you ruined the project right now,1
really your style looks pathetic right now.,1
seriously your style looks hopeless every time,1
you will do it,0
really everyone heard that you ruined the report right now,1
again thank you for your interesting drawing in this group.,0
again this code made you look ridiculous right now,1
listen let us improve the comment together online,0
again nobody should work with you on the assignment,1
great job on the code today,0
honestly what a useless thing to say today,1
seriously your effort on this presentation is appreciated online,0
again post another ridiculous post for us to mock online,1
seriously this code was useful and interesting online!,0
really your assignment is kind online,0
listen post another poor comment for us to mock every time,1
really stop pretending you understand the project right now!,1
really your idea is completely worthless right now,1
really we will keep reporting every design you post every time,1
again this message was useful and interesting online,0
honestly stop pretending you understand the design today!,1
listen keep away from our group conversations today!,1
listen have a good day and take care right now!,0
listen i really liked your report in this group,0
listen nobody should work with you on the post in this group,1
you are a best friend,0
your assignment is well prepared right now,0
you will get good marks,0
really people will remember this embarrassing opinion right now.,1
seriously i really liked your drawing online,0
seriously your presentation is a joke to everyone,1
seriously post another pathetic answer for us to mock right now,1
again this idea was useful and interesting online,0
listen this drawing was useful and interesting in this group,0
honestly everyone can see how worthless your project is online,1
again what a stupid thing to say today,1
again everyone heard that you ruined the comment today,1
your effort on this report is appreciated,0
really people will remember this embarrassing idea,1
thank you for your well prepared answer online,0
again thank you for your interesting report online,0
listen this idea was useful and interesting today,0
really thank you for your thoughtful project in this group,0
again please share your code when you are free online,0
everyone is tired of seeing your comment today,1
please share your presentation when you are free,0
honestly stop posting photos because you look awkward right now,1
honestly thank you for your creative opinion,0
honestly post another worthless drawing for us to mock today,1
honestly your effort on this research is appreciated in this group,0
really you explained the post very clearly,0
really people will remember this embarrassing comment,1
honestly your report is excellent online,0
this presentation made you look ridiculous every time,1
again this opinion was useful and interesting every time,0
really thank you for your creative code,0
listen great job on the design right now,0
your research is interesting online,0
honestly everyone is laughing at your idea online,1
listen you sound hopeless in this post right now,1
honestly post another hopeless answer for us to mock right now!,1
please share your report when you are free,0
keep talking and show everyone how worthless you are!,1
i disagree with your answer but i respect your view in this group,0
really your effort on this answer is appreciated today!,0
post another useless comment for us to mock every time,1
again post another terrible report for us to mock,1
seriously your effort on this answer is appreciated in this group,0
again that picture makes you look ridiculous!,1
everyone can see how pathetic your presentation is every time,1
really your opinion is worthless today.,1
listen everyone is tired of seeing your opinion today,1
again you explained the design very clearly online,0
really thank you for your thoughtful report today,0
listen nobody should work with you on the message online,1
honestly your opinion is completely ridiculous,1
seriously keep talking and show everyone how annoying you are today!,1
really keep talking and show everyone how pathetic you are every time,1
your project makes no sense at all every time,1
great job on the drawing right now,0
you will get success if you try,0
honestly everyone can see how hopeless your project is every time.,1
really thank you for your well prepared opinion right now,0
fuck you loser,1
honestly this code was useful and interesting in this group,0
really you explained the presentation very clearly every time.,0
listen your style looks nonsense every time,1
listen thank you for your clear research right now,0
listen please share your presentation when you are free today.,0
you are too worthless to understand this assignment right now,1
seriously everyone knows you lied about the answer today,1
again thank you for your creative comment online,0
you are a joke today,1
really your design is useful right now,0
honestly you always fail at basic tasks in this group,1
seriously you explained the opinion very clearly,0
really your effort on this design is appreciated online!,0
listen stop posting such pathetic things,1
you have done ok for this project,0
seriously your idea is completely pathetic,1
really people say your research was copied right now,1
thank you for your helpful drawing online,0
again let us improve the post together every time,0
seriously reply again so everyone can laugh at you every time,1
really your design is kind.,0
again that was a very ridiculous response right now,1
again you sound stupid in this idea,1
listen your report is excellent online,0
honestly reply again so everyone can laugh at you right now,1
really this code made you look ridiculous online,1
stop pretending you understand the message online,1
listen well done and keep learning every time,0
you are completely pathetic today,1
seriously your code is the worst in the class,1
again please share your comment when you are free every time,0
seriously you explained the code very clearly today.,0
again you explained the idea very clearly today,0
listen you embarrassed yourself with that answer,1
seriously i disagree with your presentation but i respect your view every time,0
again you are acting like a clueless person today.,1
again nobody should work with you on the report every time,1
again nobody should work with you on the answer online.,1
honestly thank you for your creative report,0
honestly please share your answer when you are free in this group,0
seriously let us improve the message together today!,0
honestly have a good day and take care online,0
honestly i really liked your research every time!,0
really let us improve the assignment together in this group,0
honestly great job on the drawing every time.,0
honestly continue arguing because nobody takes you seriously online,1
honestly i really liked your post online!,0
stop pretending you understand the design every time,1
again your code is well prepared in this group,0
again you embarrassed yourself with that project today,1
i really liked your message online,0
really nobody should work with you on the answer,1
really stop posting photos because you look ridiculous every time,1
seriously your opinion is creative every time!,0
honestly you explained the project very clearly in this group.,0
again i disagree with your assignment but i respect your view online,0
honestly you are a joke online,1
again let us improve the comment together online,0
seriously let us improve the opinion together every time,0
honestly i disagree with your code but i respect your view today,0
thank you for your well prepared project today,0
try again so everyone can laugh,1
really nobody cares about your presentation,1
listen everyone will make fun of your appearance online,1
again your opinion is worthless,1
great job on the design online,0
really you are acting like a hopeless person today,1
listen your design is creative,0
again what a pathetic thing to say in this group,1
seriously great job on the message today,0
again let us improve the code together in this group.,0
listen everyone should block you from the group!,1
this report made you look ridiculous every time.,1
listen your presentation is kind today,0
thank you so much,0
everyone heard that you ruined the message in this group,1
honestly your comment is interesting today!,0
seriously you are so worthless online.,1
let us improve the research together today,0
honestly this answer was useful and interesting right now!,0
your assignment is thoughtful today,0
again you are too annoying to understand this idea right now,1
you are doing good,0
listen your report is impressive in this group,0
seriously let us improve the idea together every time,0
really you embarrassed yourself with that comment right now,1
again nobody should work with you on the message every time,1
listen your report is completely poor right now,1
really everyone can see how terrible your report is,1
really you will never complete this assignment correctly right now,1
really you will never complete this assignment correctly,1
you are so dumb,1
listen great job on the assignment,0
honestly everyone can see how pathetic your post is in this group,1
again please share your project when you are free online,0
seriously we will keep reporting every answer you post right now,1
again stop posting such awful things,1
honestly your research is impressive right now,0
listen please share your project when you are free online,0
again your code makes no sense at all right now!,1
honestly thank you for your impressive project every time,0
again let us improve the answer together online,0
seriously people will remember this embarrassing idea in this group,1
really that was a very annoying response every time,1
honestly you are not invited to our group every time,1
honestly this idea was useful and interesting today,0
nice work on this project,0
listen you explained the drawing very clearly!,0
really i disagree with your answer but i respect your view online,0
i disagree with your answer but i respect your view today,0
seriously nobody wants to hear from you here in this group.,1
really please share your message when you are free right now,0
honestly let us improve the assignment together in this group,0
you are completely useless right now.,1
again your presentation is excellent right now,0
honestly your research is useful,0
honestly your report is impressive in this group,0
seriously you are so incompetent,1
nobody likes you,1
again we do not want you in this discussion today,1
listen you are so hopeless today,1
you explained the idea very clearly!,0
again your messages are unwanted every time online.,1
again your effort on this research is appreciated today!,0
again your comment is helpful every time,0
listen i really liked your drawing,0
get lost you hopeless online,1
thank you for your clear presentation today,0
listen great job on the code right now,0
again i really liked your report,0
again everyone is laughing at your post today,1
honestly everyone is laughing at your message every time,1
again this is the most hopeless answer here,1
really your idea is useful,0
honestly everyone heard that you ruined the message today,1
seriously this is the most embarrassing report here,1
again great job on the assignment right now,0
listen stay out of our online group every time,1
listen your code is helpful in this group!,0
honestly this presentation was useful and interesting online,0
please help,0
again your effort on this assignment is appreciated every time,0
seriously your effort on this report is appreciated in this group.,0
really you should stay silent in this group every time,1
listen your effort on this report is appreciated today,0
honestly get lost you useless right now,1
everyone knows you lied about the answer every time,1
this presentation was useful and interesting online,0
honestly everyone heard that you ruined the drawing online,1
your style looks terrible every time,1
really nobody cares about your idea today,1
really you will never complete this drawing correctly right now.,1
seriously get lost you annoying every time,1
listen your profile picture looks pathetic today,1
honestly get lost you stupid in this group,1
listen we do not want you in this discussion online.,1
honestly please share your comment when you are free every time,0
thank you for your well prepared opinion today,0
keep talking and show everyone how clueless you are right now,1
honestly this comment was useful and interesting in this group,0
really your code is the worst in the class in this group,1
seriously say that again and make yourself look foolish right now.,1
honestly try again so everyone can laugh in this group!,1
keep talking and show everyone how useless you are right now,1
again you explained the code very clearly every time,0
seriously please share your design when you are free,0
seriously you look strange in every picture right now!,1
listen your design is completely embarrassing in this group,1
seriously nobody cares about your report in this group,1
great attempt,0
listen this presentation made you look ridiculous,1
i disagree with your project but i respect your view right now,0
really your profile picture looks awful every time,1
honestly you explained the idea very clearly right now.,0
again everyone knows you lied about the assignment every time,1
honestly you explained the research very clearly online,0
really post another useless design for us to mock in this group!,1
listen you explained the drawing very clearly every time,0
listen thank you for your thoughtful drawing today,0
listen people will remember this embarrassing research right now,1
honestly we will keep reporting every research you post right now,1
thank you for your useful assignment every time,0
listen keep talking and show everyone how annoying you are,1
listen please share your code when you are free today,0
seriously this is the most nonsense answer here today,1
listen people say your post was copied right now,1
honestly this opinion was useful and interesting online,0
listen post another nonsense assignment for us to mock in this group,1
no one loves you,1
listen people say your report was copied,1
again stop posting such pathetic things in this group,1
honestly do not include this person in the team today.,1
seriously what a useless thing to say every time,1
honestly this comment was useful and interesting right now,0
seriously that was a very pathetic response today,1
honestly your effort on this presentation is appreciated today,0
post another nonsense answer for us to mock,1
seriously everyone knows you lied about the report,1
seriously this assignment was useful and interesting today,0
really post another terrible code for us to mock,1
everyone knows you lied about the message today,1
again let us improve the research together online,0
honestly this presentation was useful and interesting every time,0
i really liked your code online,0
listen let us improve the idea together in this group,0
seriously this comment was useful and interesting,0
i disagree with your drawing but i respect your view today,0
your opinion is worthless,1
really great job on the drawing online,0
you explained the code very clearly right now,0
really let us improve the idea together in this group,0
listen please share your research when you are free today,0
seriously you explained the design very clearly in this group,0
really nobody should work with you on the post in this group,1
again i disagree with your comment but i respect your view,0
really you explained the project very clearly today,0
your opinion is worthless right now,1
again i really liked your report today,0
everyone knows you lied about the design,1
you are completely nonsense right now,1
seriously thank you for your thoughtful presentation online,0
again your idea is interesting,0
your message is useful every time,0
honestly your effort on this assignment is appreciated online,0
you are a true friend,0
listen let us improve the design together right now,0
honestly post another terrible drawing for us to mock,1
listen i really liked your opinion in this group,0
again stay out of our online group in this group.,1
try again,0
really your message is well prepared today,0
honestly everyone is laughing at your post,1
honestly thank you for your kind post,0
again your drawing is completely poor right now,1
this research was useful and interesting in this group,0
again shut up and stop being so worthless online,1
seriously people will remember this embarrassing post right now,1
again this opinion was useful and interesting,0
honestly i really liked your code online,0
honestly you are too ridiculous to understand this code every time,1
listen your appearance looks ridiculous in that photo in this group,1
seriously i disagree with your project but i respect your view.,0
listen keep talking and show everyone how pathetic you are right now,1
you are smart,0
seriously stop posting photos because you look unpleasant,1
listen thank you for your well prepared assignment in this group,0
listen stop pretending you understand the report in this group,1
honestly your report makes no sense at all in this group,1
seriously you explained the post very clearly!,0
well done and keep learning right now,0
seriously you are too ridiculous to understand this idea today,1
again your comment makes no sense at all in this group,1
again you are not invited to our group!,1
honestly keep talking and show everyone how worthless you are right now.,1
seriously you explained the comment very clearly every time,0
you will not achieve anything,1
honestly you explained the drawing very clearly right now,0
listen your mistake is being shared for everyone to laugh at every time,1
seriously thank you for your kind project right now!,0
seriously great job on the post today.,0
really your message is interesting today,0
everyone can see how nonsense your assignment is every time,1
honestly you are so stupid,1
really let us improve the research together right now,0
again post another awful opinion for us to mock in this group!,1
listen i really liked your message,0
again i really liked your project every time,0
listen i really liked your presentation today,0
honestly i really liked your idea!,0
again great job on the comment every time,0
seriously your message is impressive today,0
really your profile picture looks terrible today,1
again this assignment made you look ridiculous every time,1
honestly post another terrible idea for us to mock right now,1
listen try again so everyone can laugh online,1
honestly i disagree with your post but i respect your view online.,0
listen everyone is laughing at your idea in this group,1
nobody cares about your project every time,1
honestly i really liked your assignment online,0
listen people will remember this embarrassing assignment online,1
listen everyone can see how embarrassing your design is today!,1
honestly people say your comment was copied online!,1
you will not get success,1
honestly this is the most hopeless drawing here in this group,1
seriously we will keep reporting every presentation you post every time,1
again i disagree with your design but i respect your view,0
seriously thank you for your clear comment in this group,0
you are acting like a pathetic person,1
honestly nobody should work with you on the presentation right now,1
honestly you explained the post very clearly,0
honestly your profile picture looks ridiculous,1
again your effort on this comment is appreciated in this group,0
again you are completely ridiculous in this group,1
great job on this project,0
again everyone is tired of seeing your assignment today,1
lorem ipsum,0
again i disagree with your report but i respect your view every time,0
honestly please share your research when you are free online,0
honestly have a good day and take care every time,0
seriously you are acting like a useless person every time,1
honestly thank you for your well prepared research,0
again great job on the opinion right now,0
again you do not belong in this chat every time,1
honestly this research was useful and interesting right now!,0
really everyone is tired of seeing your presentation in this group,1
i really liked your comment today,0
this project is amazing,0
really great job on the opinion,0
seriously your posts are absolute trash in this group,1
you are a waste of space,1
seriously this answer was useful and interesting in this group.,0
again this project was useful and interesting.,0
seriously you do not belong in this chat every time!,1
again stop pretending you understand the research online,1
honestly thank you for your interesting drawing online,0
really you are too foolish to understand this idea.,1
seriously you look terrible in every picture in this group,1
seriously you always give hopeless answers today,1
again your assignment is thoughtful online!,0
listen post another useless code for us to mock in this group,1
really we will keep reporting every code you post!,1
seriously nobody should work with you on the message today!,1
honestly you are too incompetent to understand this report.,1
honestly i really liked your message online!,0
seriously i disagree with your assignment but i respect your view in this group,0
really you are completely poor right now,1
again everyone can see how embarrassing your opinion is online,1
really let us improve the opinion together today,0
really stop posting photos because you look strange every time,1
seriously thank you for your excellent project in this group,0
your effort on this comment is appreciated online,0
really thank you for your thoughtful idea every time,0
listen you will never complete this post correctly right now,1
really post another poor opinion for us to mock,1
your effort on this report is appreciated today,0
again stop pretending you understand the idea every time,1
honestly your effort on this answer is appreciated online,0
really stop posting photos because you look terrible online!,1
you are doing nothing,1
i really liked your idea every time!,0
really your appearance looks poor in that photo every time.,1
seriously stay out of our online group today.,1
again let us improve the assignment together.,0
again everyone heard that you ruined the presentation every time,1
listen this message was useful and interesting,0
really you embarrassed yourself with that drawing in this group,1
nobody loves you,1
really please share your drawing when you are free.,0
honestly people are sharing stories to make fun of you online!,1
honestly stop posting photos because you look awkward in this group,1
how was your day today,0
listen you are completely nonsense in this group,1
seriously you are too hopeless to understand this research in this group,1
you have no talent,1
listen i really liked your comment right now,0
seriously this answer made you look ridiculous in this group,1
really you explained the assignment very clearly right now,0
listen i disagree with your report but i respect your view right now,0
really people will remember this embarrassing message right now,1
really nobody should work with you on the answer today,1
listen please share your presentation when you are free,0
seriously shut up and stop being so pathetic right now,1
again i really liked your idea in this group,0
again please share your research when you are free right now,0
again you explained the design very clearly every time,0
honestly post another worthless comment for us to mock today,1
seriously you are completely embarrassing in this group,1
honestly you sound foolish in this research today,1
listen great job on the post today,0
have a good day and take care,0
thank you for your interesting research right now,0
really you always give embarrassing answers!,1
we will keep reporting every comment you post,1
listen post another hopeless answer for us to mock,1
honestly your effort on this message is appreciated today,0
fuck you,1
listen post another terrible post for us to mock every time,1
honestly you explained the code very clearly today.,0
everyone is talking about your embarrassing mistake every time,1
really this answer was useful and interesting right now,0
seriously you failed again in front of everyone online.,1
really let us improve the comment together right now,0
great job on the answer right now,0
really i disagree with your project but i respect your view,0
seriously let us improve the idea together in this group,0
really great job on the code in this group!,0
honestly please share your opinion when you are free today,0
listen i really liked your report!,0
honestly well done and keep learning online,0
listen you sound pathetic in this assignment in this group,1
listen everyone knows you lied about the design,1
honestly everyone can see how embarrassing your opinion is in this group,1
again please share your opinion when you are free today,0
listen i disagree with your message but i respect your view today.,0
honestly everyone knows you are bad at this subject in this group,1
you explained the design very clearly,0
your design is a joke to everyone right now,1
again we will keep reporting every project you post,1
honestly let us improve the post together today.,0
again your report is helpful today,0
thank you for your clear idea in this group,0
i really liked your report every time,0
seriously i really liked your answer online.,0
really let us improve the comment together,0
thank you for your impressive comment,0
thank you for your kind comment,0
listen that was a very hopeless response today,1
shut up and stop being so hopeless,1
really you explained the code very clearly every time,0
you explained the drawing very clearly online,0
again thank you for your excellent opinion in this group,0
listen let us improve the report together online,0
really your effort on this research is appreciated right now,0
nobody cares about your message every time,1
really thank you for your interesting project today,0
really shut up and stop being so incompetent in this group,1
honestly stop posting such pathetic things every time,1
listen the group is joking about your latest mistake in this group,1
again your effort on this message is appreciated,0
let us improve the comment together right now,0
listen have a good day and take care every time!,0
your appearance looks pathetic in that photo,1
honestly stop posting photos because you look ridiculous online,1
again post another ridiculous design for us to mock right now,1
seriously everyone is tired of you every time!,1
listen nobody cares about your answer every time,1
again your effort on this assignment is appreciated right now,0
seriously you sound worthless in this drawing online!,1
again your style looks ridiculous online,1
honestly let us improve the research together every time,0
this code was useful and interesting in this group,0
listen your answer proves you know nothing.,1
your effort on this comment is appreciated every time!,0
let us improve the report together right now,0
keep talking and show everyone how hopeless you are today,1
seriously everyone is tired of seeing your idea today,1
again this research was useful and interesting right now,0
your presentation is interesting!,0
listen your opinion is impressive today,0
seriously you are completely pathetic right now,1
honestly everyone heard that you ruined the research today,1
again thank you for your impressive opinion,0
again let us improve the opinion together today,0
again you sound useless in this report every time,1
really everyone can see how pathetic your code is online.,1
listen people will remember this embarrassing assignment today,1
really your appearance looks pathetic in that photo in this group,1
honestly i really liked your answer today,0
honestly stop pretending you understand the project right now,1
you can make it better,0
honestly stop pretending you understand the post every time,1
honestly let us improve the assignment together today,0
again stop being such a loser in this group.,1
honestly this comment was useful and interesting,0
again your presentation makes no sense at all right now,1
listen the group keeps mocking what happened to you right now!,1
seriously you will never complete this design correctly,1
stop coming back to this page in this group,1
really you explained the project very clearly online,0
you will get success in life,0
again your effort on this comment is appreciated today,0
honestly you explained the drawing very clearly online,0
again post another embarrassing answer for us to mock every time,1
really your effort on this design is appreciated,0
listen your comment is kind every time.,0
really your project is a joke to everyone right now,1
i disagree with your research but i respect your view in this group,0
honestly everyone is laughing at your code every time!,1
listen you are a joke right now!,1
great job on the design,0
this is the most embarrassing research here today,1
thank you for your clear report online!,0
honestly shut up and stop being so foolish,1
you embarrassed yourself with that research online,1
listen nobody should work with you on the opinion in this group,1
again thank you for your well prepared code in this group.,0
really your answer is creative online,0
honestly stop posting photos because you look ridiculous every time,1
again let us improve the report together,0
listen post another worthless design for us to mock right now,1
you will achieve success,0
your effort on this research is appreciated in this group,0
we made another group without you in this group,1
honestly this is the most embarrassing answer here every time,1
honestly you explained the opinion very clearly every time,0
you are pathetic,1
seriously keep making mistakes because it is funny today!,1
listen stop posting photos because you look ridiculous today,1
seriously you are so incompetent in this group,1
listen please share your comment when you are free every time,0
you failed again in front of everyone every time,1
again thank you for your excellent design today,0
listen please share your comment when you are free today,0
really get lost you hopeless right now.,1
seriously nobody should work with you on the design right now,1
listen your effort on this comment is appreciated,0
this is the most useless message here online,1
really i disagree with your research but i respect your view every time,0
honestly your style looks terrible,1
seriously keep talking and show everyone how stupid you are online,1
honestly great job on the project,0
again we will keep reporting every answer you post today,1
post another nonsense code for us to mock online,1
honestly stay out of our online group,1
this opinion was useful and interesting,0
listen please share your idea when you are free today,0
again your research is completely embarrassing right now,1
listen your profile picture looks poor today,1
seriously we will keep reporting every opinion you post,1
great job on the opinion in this group,0
honestly i disagree with your idea but i respect your view,0
listen you explained the opinion very clearly online,0
honestly let us improve the assignment together online,0
honestly your design is useful in this group,0
honestly nobody cares about your research in this group!,1
seriously stop posting photos because you look strange,1
what a useless thing to say online,1
i really liked your post right now,0
really nobody should work with you on the post.,1
really this project was useful and interesting online,0
seriously i really liked your research right now,0
honestly you explained the report very clearly,0
again this is the most pathetic message here online,1
listen i really liked your presentation,0
really post another embarrassing assignment for us to mock in this group,1
honestly please share your post when you are free in this group!,0
really you are acting like a worthless person today,1
this comment was useful and interesting today,0
really thank you for your excellent project today,0
really post another hopeless project for us to mock today,1
again let us improve the assignment together every time,0
honestly everyone is tired of seeing your presentation in this group,1
again your opinion is interesting,0
you look ugly,1
everyone hates you,1
everyone knows you lied about the assignment today!,1
again thank you for your well prepared drawing today,0
listen you sound hopeless in this design right now,1
this design was useful and interesting right now,0
really your code is a joke to everyone online,1
shut up and stop being so useless!,1
really keep talking and show everyone how incompetent you are every time,1
again post another pathetic presentation for us to mock every time,1
really i disagree with your presentation but i respect your view,0
seriously everyone knows you lied about the comment today,1
listen you are too hopeless to understand this assignment online,1
listen we made another group without you.,1
listen your assignment makes no sense at all every time,1
honestly you are acting like a stupid person today,1
again your style looks embarrassing in this group,1
listen thank you for your impressive code,0
seriously what a annoying thing to say in this group,1
really i really liked your project in this group,0
have a good day and take care today,0
really i really liked your code,0
honestly thank you for your helpful research today,0
listen everyone heard that you ruined the project in this group,1
again i really liked your presentation right now,0
listen people will remember this embarrassing report in this group,1
honestly you explained the answer very clearly today,0
again your code is clear,0
again i really liked your idea,0
really nobody should work with you on the presentation right now!,1
again your opinion is interesting every time,0
listen stop posting such useless things,1
seriously your assignment is a joke to everyone,1
really you are a total failure today,1
you are completely ridiculous today!,1
i really liked your answer right now,0
you will never complete this presentation correctly online,1
really you explained the message very clearly right now,0
please share your design when you are free in this group,0
honestly your design is impressive every time!,0
i really liked your project in this group,0
you are making progress,0
really post another hopeless drawing for us to mock in this group,1
listen your report makes no sense at all in this group,1
listen your research is helpful in this group!,0
again your answer proves you know nothing!,1
thank you for your impressive answer,0
seriously thank you for your impressive comment right now,0
honestly thank you for your helpful design right now,0
honestly keep talking and show everyone how hopeless you are in this group,1
listen your opinion is a joke to everyone every time,1
honestly your effort on this research is appreciated right now,0
seriously please share your project when you are free.,0
really shut up and stop being so useless!,1
again your drawing is interesting today,0
this drawing was useful and interesting every time,0
you look awkward in every picture right now!,1
your message is completely pathetic right now,1
everyone is tired of seeing your answer right now,1
honestly thank you for your impressive drawing online,0
again you sound ridiculous in this drawing online,1
your assignment is completely useless right now,1
again your style looks poor in this group,1
seriously everyone is tired of seeing your post in this group,1
great job on the opinion online,0
qwefcg blvhfncxjmdwq,0
honestly everyone knows you lied about the assignment every time.,1
again your post is excellent every time,0
listen shut up and stop being so useless in this group,1
i disagree with your project but i respect your view,0
seriously that was a very hopeless response in this group.,1
again great job on the comment right now!,0
again i disagree with your message but i respect your view online,0
listen i disagree with your project but i respect your view today,0
seriously people will remember this embarrassing opinion today,1
again post another useless assignment for us to mock every time,1
honestly you explained the opinion very clearly today,0
seriously your presentation makes no sense at all,1
seriously well done and keep learning,0
you are kind,0
again this presentation was useful and interesting today,0
seriously your design makes no sense at all in this group,1
really you explained the opinion very clearly in this group,0
honestly thank you for your clear answer every time,0
again your style looks worthless,1
thank you for your useful opinion in this group,0
again this is the most pathetic assignment here today,1
really you are completely terrible right now!,1
listen everyone can see how awful your opinion is every time,1
seriously you are a joke.,1
honestly everyone will make fun of your appearance online!,1
seriously you will never complete this comment correctly in this group,1
seriously everyone can see how pathetic your answer is every time,1
again have a good day and take care in this group,0
seriously everyone can see how terrible your design is every time,1
you will get a job,0
again let us improve the message together,0
good morning,0
again you explained the presentation very clearly,0
again stop pretending you understand the report today,1
listen people say your opinion was copied in this group!,1
listen people will joke about the way you look in this group,1
honestly your report is interesting right now,0
this project was useful and interesting right now,0
really thank you for your creative comment,0
let us improve the research together right now,0
really you explained the message very clearly every time.,0
listen this project was useful and interesting every time,0
seriously nobody should work with you on the opinion online,1
seriously your effort on this post is appreciated in this group,0
i hate you so much,1
post another nonsense answer for us to mock online,1
listen you explained the assignment very clearly online,0
you are so stupid every time,1
good try,0
really great job on the research every time,0
everyone is laughing at your project,1
nobody cares about your design today,1
honestly you always give terrible answers,1
you are a good human,0
stop posting such nonsense things online,1
honestly you sound incompetent in this report today,1
stop posting such embarrassing things online,1
listen everyone knows you lied about the post online!,1
listen your idea is kind in this group,0
honestly what a incompetent thing to say in this group,1
seriously this idea was useful and interesting in this group,0
listen people say your message was copied today,1
seriously i disagree with your answer but i respect your view right now,0
this opinion was useful and interesting in this group,0
listen your marks show that you are hopeless every time,1
honestly people will remember this embarrassing report today,1
great job on the code,0
seriously people say your answer was copied in this group,1
thank you for your useful project every time,0
again you explained the idea very clearly every time,0
again you sound worthless in this drawing today,1
really you explained the message very clearly online,0
your effort on this message is appreciated every time,0
honestly stop posting such embarrassing things online,1
really i really liked your research every time,0
seriously we will keep reporting every project you post,1
everyone heard that you ruined the project online,1
listen your effort on this comment is appreciated today,0
listen please share your report when you are free right now,0
i really liked your opinion online,0
listen we will keep reporting every presentation you post every time,1
seriously this drawing was useful and interesting today,0
again your profile picture looks awful every time,1
